PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
-0.622535,-7.924866,-2.995613,4.164275,4.710974,2.888355,4.674739,-1.811959,0.582591,-2.563907,1.921196,0.522748,-6.071612,-2.014284,-1.303121,0.427994,1.311808,1.270331,0.489276,1.838809,3.051008,-3.598402,-0.582296,1.546601,0.072888,0.552108,-1.025242,0.684660,-1.484970,0.534493,-1.909477,1.942146,-2.203639,-0.663879,-0.250063,-0.036369,0.118676,0.298648,-0.083795,0.074385,-1.179030,-0.008396,0.386340,-0.187703,0.332671,-1.581448,-0.188820,0.875627,1.027230,0.085996,0.607276,0.402057,0.088088,0.122431,1.399586,-0.113699,-0.103321,0.211772,-0.451821,-1.190782,0.382029,-0.039085,-0.263014,-0.760526,1.100479,-0.448168,-0.311239,0.763471,-0.557956,-0.058417,-0.387755,0.172976,-0.313885,-0.465966,0.132447,0.829872,-0.345687,0.225036,-1.168921,1.810855,-0.598323,0.814224,0.904302,0.675581,0.904106,-0.161393,0.757246,0.254833,0.772157,-0.306401,0.954299,-0.015971,1.652862,0.713923,-0.081057,-0.698974,0.378806,0.561159,0.921318,0.372579
-0.302040,1.103046,-4.701020,5.334823,3.095462,1.149168,0.057106,4.486518,1.665968,-3.927063,-1.568139,-0.115241,-3.100012,-0.416143,-1.082936,4.739161,3.507160,-0.389516,-0.035225,-0.864020,1.387003,-4.257399,0.015916,1.900480,1.643834,1.784320,2.429336,-0.319885,2.463639,1.149783,-1.194496,-1.785028,-0.141817,0.366497,0.020789,1.207540,-0.235452,-0.473003,-0.296725,-0.271340,-0.049440,0.859020,-1.106329,-0.001249,-0.093082,-0.877439,0.259952,0.657518,0.940919,-0.284008,0.338856,0.299595,0.335507,0.798999,0.491618,1.161659,0.295553,1.263113,0.008523,-1.424854,-0.099873,-0.478795,-1.319052,-0.378334,0.521304,0.620311,0.636221,-0.759728,0.336325,-0.301257,0.741066,1.067696,-0.011547,-0.934191,-1.051699,0.227278,0.675722,-0.331145,-1.064726,0.611867,-0.638203,-0.532838,-1.864225,-0.239017,-0.871307,0.571918,-0.971909,0.259416,0.569072,-0.441720,-0.052879,-0.749031,1.498327,0.744282,0.674781,-0.286304,-0.219975,-0.511121,-0.842288,-0.677294
-2.927951,-3.861830,-0.441319,-2.603962,0.440972,3.691018,-1.198341,-2.662781,-1.746899,1.112359,3.103179,1.138110,-3.631757,-4.144907,-1.264868,2.216043,3.747951,0.340467,-0.332996,2.376123,-0.122771,-1.240172,-0.250204,0.965833,0.753944,-1.513953,-2.249706,0.554245,0.844326,-0.409028,-0.320299,-0.215359,-0.841724,-1.160429,1.309133,0.372652,-0.936030,1.120971,0.170427,-0.542065,-1.820103,1.030978,0.157537,-0.349133,-2.155241,0.652325,-0.645226,-0.240884,0.193890,0.489881,-0.948057,1.921877,-0.476815,-0.393211,-0.202570,1.774439,-0.032336,-0.377195,1.307226,-1.515620,-0.997491,-0.416305,-0.210070,-1.073824,-0.418196,-1.268374,-0.170842,-0.508676,-0.556077,1.175198,-0.322525,-0.710435,-0.024821,1.275787,-0.525786,1.514956,-0.212348,-1.005921,-0.050325,-0.397028,-1.036240,0.077563,-0.463343,-0.802939,-0.105175,0.121098,-0.781325,-1.234367,-0.254042,-0.327475,0.160422,-0.046008,1.317163,0.194283,0.529851,-1.800900,1.059987,-0.658530,0.226978,-2.020787
-2.669711,-5.862212,-0.286485,-0.453351,2.108845,6.867059,3.650572,-0.522607,-2.463195,1.879237,0.885255,1.324319,-4.083249,-0.887181,-0.290612,1.462307,3.326630,1.812582,2.140404,2.037378,-0.847350,-1.729857,1.463363,1.845089,0.049478,-0.343366,0.043726,-0.082731,1.913441,-1.793097,-2.165730,0.405831,0.366787,-1.202062,-0.915322,0.370763,-0.341609,0.646661,-0.333877,0.178253,0.281911,0.890432,0.281731,1.294941,0.096309,1.415305,-1.934278,-1.643377,0.453603,0.074637,-0.813648,0.466815,-1.325763,-0.533558,0.954804,1.418175,-0.045344,1.306270,-1.095115,-2.427661,-0.860204,-0.889728,0.045424,-0.603551,0.996634,-0.169960,1.559452,0.209173,1.653181,1.561155,0.274718,-0.802505,-0.490603,-0.282648,-0.138175,-1.342736,-0.657257,-0.136195,0.332863,-0.864462,1.034842,0.547599,0.263672,-0.734352,-0.054461,-0.861701,-0.627024,-1.441284,-0.339075,-0.639142,0.443253,1.583076,0.869487,0.073397,0.386151,-1.146056,-0.132126,-0.516005,-0.372054,-0.236867
-1.347599,-4.460662,-1.591774,-0.787520,1.415904,1.877323,-1.900583,-2.766893,0.076003,1.679855,3.119292,1.882432,-2.686239,-2.925214,-0.527162,1.816003,3.230032,0.189558,-0.430826,2.400062,-1.049734,-1.230900,-0.601546,1.196191,2.452190,-0.586321,-0.591982,-0.505572,2.699269,-0.539469,-1.108936,0.750385,-0.883050,-0.150658,-0.151121,0.268241,-0.234169,1.424067,0.069678,-0.786589,0.171665,-0.360424,0.002923,-0.581121,-1.006022,-1.568466,0.443289,-0.050199,-0.924908,-0.880332,0.724973,1.243776,-0.743935,0.185492,1.162032,0.863098,-0.489661,0.714193,0.802969,-0.603749,0.359267,-0.659037,-0.513053,-0.290754,-0.313695,-0.052907,-0.327456,-0.426717,-0.410633,0.192676,1.213249,0.425378,-0.599616,1.162802,-0.320753,0.357566,0.013410,-0.040462,0.357842,0.086333,-0.662120,0.844779,0.693636,-1.190459,0.023628,-0.011168,0.904916,-0.123848,0.361941,0.569628,-0.516271,-0.249860,0.640218,0.162001,0.885468,-0.371057,-0.714130,-1.268350,-0.292772,-0.366225
-3.375707,-5.138743,-0.033637,-0.170669,2.622762,8.423229,5.188466,-1.723132,-2.812619,-2.707972,0.787311,-1.162386,-0.386796,-4.262053,-2.042286,3.609805,3.755459,0.253977,0.956293,1.128194,2.139163,-0.573781,-0.004955,-0.099632,-0.967399,0.921515,-0.293524,-0.368450,-0.427974,0.926409,-2.296465,0.374678,-1.531181,-1.435656,-1.261939,0.004477,0.981420,0.948728,-0.066861,1.117904,-0.041304,-1.254236,0.051172,0.320994,0.956565,-0.899965,-0.918700,-1.584620,-1.376619,-0.722396,3.244071,-1.363643,-1.052630,0.554372,-0.817123,0.598189,0.758779,2.419121,1.119834,0.516162,0.119673,0.426374,0.413527,-1.454456,1.434943,0.448488,0.900456,-0.871906,0.900803,2.224142,0.207034,-0.807162,0.795251,-0.045489,0.252295,-0.755105,1.596239,0.570314,-1.522434,1.941565,-1.745638,0.398152,-1.017526,1.072079,0.340099,0.682588,-0.033153,-0.088420,-1.907066,-1.329995,0.744009,-0.715327,2.366600,0.993941,0.600314,0.459510,-0.369888,0.711908,-0.973426,0.022122
-3.323395,-6.672321,-2.367410,0.762855,5.302638,5.575226,3.868434,-2.562257,-0.836800,0.571041,0.444689,0.798825,-1.548737,-0.285728,-0.487252,1.120834,0.297529,3.273489,0.833896,3.442145,1.560995,-3.203478,1.550133,2.139845,2.025632,-1.328469,2.644162,-0.377117,2.120079,2.423187,1.212209,0.463964,-1.224555,-0.874594,1.309891,-2.450595,1.727899,0.245944,-3.039673,0.330559,-0.786664,1.060198,-0.337209,-0.348238,0.824311,-0.938190,0.212327,0.477287,-0.466340,-0.255656,0.289214,0.952116,-0.458642,1.583066,0.969522,0.355058,0.901774,1.111412,0.451481,-0.162080,-1.215244,-0.970759,-0.358497,0.712279,-0.402034,0.067721,-0.646292,-0.259864,-0.296420,-0.128541,0.216688,1.075598,0.543711,-0.904691,0.495669,0.204562,1.157023,-0.698804,-0.413236,1.022102,-1.321226,0.385072,0.165186,-0.296582,0.367624,-0.058371,-0.010501,0.486206,1.625355,0.721742,1.061895,-0.991311,1.109448,0.416251,-0.641177,-0.776624,0.075396,0.032192,0.683003,0.840216
-1.236696,-6.306905,-2.753455,2.158047,4.628027,3.946229,2.983278,-0.881878,1.005480,0.300670,2.028854,1.129853,-4.459131,-3.489886,0.631975,0.504489,1.492296,1.745960,-0.267192,2.975852,1.676052,-2.090334,1.037076,1.373803,2.998742,-0.984921,0.092002,0.802306,0.363901,0.564969,0.233125,1.114810,-2.510355,-0.292610,-0.329137,0.005019,-1.234869,0.153584,0.018619,1.012190,0.663123,0.713822,0.785393,-0.013687,-0.244922,-0.182180,0.465459,-1.709002,0.918536,-0.425296,0.828477,0.718292,-0.026214,-0.622598,0.481721,1.728398,0.190864,0.594480,0.398675,-1.101622,-1.198175,-0.536883,-0.449607,-0.076208,-0.433470,-0.970276,-1.300779,-0.543944,-0.158758,0.606768,-0.117982,0.937148,0.205288,0.619282,0.419800,0.745079,0.318841,-0.669838,-0.503485,1.241188,-0.871937,0.165109,0.124766,-0.720835,-0.528013,-1.097779,-0.044086,0.587555,0.839090,1.958756,1.227434,0.186910,0.842937,0.929173,1.110071,-0.414686,-0.761053,-0.118459,0.752999,0.760500
-2.736799,-5.320903,-1.053064,1.077557,1.777964,5.936824,4.797826,-0.538585,-1.351887,-4.548105,1.591220,-0.581605,-2.656599,-3.878363,-2.261896,2.748037,-0.112599,1.698714,-0.475198,1.684705,0.084378,-0.591451,0.653731,3.401592,-0.184964,-0.456011,0.515881,1.870093,0.639155,0.636666,-1.067360,1.729522,-2.348734,1.119896,-1.888592,-0.654818,1.800659,-0.222442,0.502470,0.189739,1.091521,1.570835,1.448676,-0.405403,-0.091084,1.577512,-0.897698,-2.918191,-1.337301,0.721784,0.021358,-0.278476,-1.437756,0.473772,0.992847,1.773291,0.036592,1.442232,0.453641,-0.684257,1.672087,1.109151,-0.960283,-0.088538,0.052701,-0.290263,1.322227,-0.246758,1.489799,0.517090,1.030196,0.878941,1.435596,-0.611363,-1.281138,-1.635438,0.132538,0.463651,0.266797,0.093231,-1.863843,0.939176,1.163541,0.171866,0.110095,1.835212,-0.428982,0.169961,0.533793,0.103375,-0.875609,-0.991111,2.615692,-0.352863,-0.867952,0.927692,0.144153,-0.830960,-0.545787,0.317410
-2.870136,-4.967728,-0.239818,-1.243332,1.396811,4.935823,1.162845,-2.134322,-0.880540,-2.189873,2.400798,-0.029476,-1.388994,-4.261140,-1.946741,2.602868,3.514639,0.894233,-1.187755,3.232210,-0.172691,0.728692,1.262221,0.974255,0.526136,-0.497504,-0.474683,0.102111,1.570193,-1.971848,-3.497272,0.685402,-0.497778,-0.884130,-0.759613,0.858950,-0.500466,0.961796,-0.116836,0.082975,1.309981,-0.585286,-0.609371,-1.079756,-1.339705,1.625008,-1.057767,-0.369576,0.149819,-0.575516,-0.616849,-0.020052,-0.359857,0.432886,2.129610,-0.142466,0.218660,-0.478721,1.240094,-0.618448,-0.277721,-1.789286,-0.923185,-0.823990,-0.418728,-1.495229,-0.381801,0.560338,-1.177062,1.466142,-1.598169,1.374693,-1.064827,-1.566620,-0.411573,0.061748,0.733384,0.539605,-0.852034,-0.104101,-0.091963,-0.803429,-0.303981,-0.348396,1.011156,-0.563101,0.751017,1.094646,1.483288,0.417354,1.433289,-0.577931,0.700260,1.009442,-0.365494,-0.764626,1.109571,-0.355179,-0.283613,0.019768
13.286431,-2.759736,-1.311858,3.013099,3.976301,9.561247,4.582318,-0.841810,-3.973593,-3.322033,10.076498,1.065449,-0.181764,-0.967415,-0.248154,2.971786,4.272612,5.426648,-0.118693,1.151863,0.364744,-1.175692,-1.361646,3.675485,-1.239414,0.292511,1.096856,-0.955431,0.085693,-0.231812,-1.588087,-0.460029,-2.201765,-0.683479,1.951307,1.815099,-1.698800,-1.003424,-1.775282,0.395690,-1.199983,-3.016102,1.489119,-2.197372,-0.880535,2.448029,-2.666146,-1.364332,1.368950,-2.220788,-0.000196,0.287905,0.814542,-2.242074,1.906728,-0.229560,-0.071043,-0.159204,3.023572,-1.799792,0.310450,1.192372,-0.282116,-1.154398,0.033939,-0.151042,-0.320120,0.444939,-0.802183,1.331756,-0.375457,0.384017,-1.080834,0.843793,-0.341003,-0.023696,1.459184,1.629652,-1.769592,-2.111128,-0.566345,-1.199904,-1.107307,0.111375,-1.339790,1.455569,1.254751,0.062665,1.219017,0.365092,1.726269,0.568198,1.459775,0.247113,-1.204682,0.410761,-0.722833,-1.023716,0.276854,-0.791990
-1.307534,-8.266214,-3.501705,0.725252,5.779617,4.929073,3.254084,-2.116008,1.545013,-0.847773,1.823039,-0.075490,-1.428988,-1.943635,-1.447443,1.941392,0.821783,3.264446,1.362471,0.530777,1.536644,-1.332742,0.217073,1.627084,0.576298,-0.202418,1.918258,0.220587,0.727791,1.984540,-0.143180,1.397594,0.048417,0.506842,-0.867522,1.013112,-0.728135,-0.398895,-0.930095,-0.528214,-1.164376,0.036326,-0.035640,-1.351282,1.533004,-0.548864,-0.150311,0.389443,0.739401,-0.333400,1.024764,1.808449,0.769810,0.572211,1.253364,1.174578,0.576891,0.178714,-0.180484,-1.540020,0.398367,-0.268507,-0.174272,0.153916,-0.649743,0.052282,0.174307,1.139897,0.257596,1.158345,0.852007,1.124968,-0.704283,0.509290,-0.778069,-0.033314,-0.169476,0.423435,-0.385686,-0.632453,-2.074880,0.246416,-1.400051,0.109730,-0.467378,0.242191,-1.123991,-0.445996,-0.704069,0.099438,-1.692903,0.553463,-0.094854,-0.454750,0.671403,0.221704,-0.186134,-2.037547,-0.754680,-0.079392
8.241006,-7.283486,-4.668902,7.948726,2.472095,1.099366,5.591046,-0.989388,-1.528875,-0.522809,4.748862,1.182058,-4.765826,-4.973515,0.380859,1.278185,2.538368,-0.758906,2.517290,2.235955,1.230187,-1.642381,-1.447589,3.295675,-1.398892,-0.575417,0.946953,-1.441585,1.640367,1.120638,-1.638397,0.777199,-1.347061,-0.934445,-0.910159,-1.068512,-0.559227,0.063409,-0.382653,-1.693914,-0.086737,0.638915,-0.161403,0.357226,-0.261363,-1.367023,1.578000,0.256603,0.263509,0.681767,1.384749,0.075710,0.413180,-0.447453,2.437740,-0.402344,-1.910103,1.201686,0.193312,2.458022,-0.428954,-1.172047,-1.999952,0.348344,-0.527545,-2.470533,-0.864564,0.772786,0.440121,-0.053847,-0.799865,-0.989548,0.880951,0.526680,0.484034,0.560683,-1.170121,0.010848,-0.170929,-0.154716,-0.917068,1.254731,0.721582,0.042545,-0.109600,0.981198,-0.787553,0.008532,0.391996,0.290060,-0.857595,-0.001122,1.780906,1.319249,1.072892,0.135229,-0.819883,-0.383439,0.439331,-0.905328
